client,cmt,level,like,nn,prov,reply,score,time
4,取暖效果挺好的,105,0,自***道,北京,0,5,2017-02-01 14:44:14
4,宝贝不错，好多人想买，这个价钱买到赚到了，,56,0,请***开,,0,5,2016-12-18 23:03:50
4,没什么问题，开机温度提升快，很好用,56,0,波***瑶,,0,5,2017-02-11 22:54:31
4,做工挺好的，拿着也方便，适合临时使用,61,0,j***3,黑龙江,0,5,2017-01-06 14:02:12
2,很不错,105,0,姐***3,上海,0,5,2017-02-12 19:21:32
2,一个大型的吹风机，但是挺方便的，温度也够，比空调至热快，买来给宝贝换尿不湿的时候吹,105,0,y***5,,0,5,2017-02-10 08:39:31
2,产品还是比较好的，比较静音，很温和。,56,0,j***x,广西,0,5,2017-02-13 09:28:48
4,非常好用,56,0,j***r,,0,5,2017-02-09 22:27:24
2,由于第一台有味道所以更换了一台新的,105,0,女***C,,0,5,2017-02-11 09:41:46
2,总的来说还是可以用的,105,0,j***i,江苏,0,5,2017-02-07 22:35:16
2,非常好，升温快！,61,0,j***d,,0,5,2017-02-04 18:49:23
0,商品很不错，下次还会买,62,0,j***z,,0,5,2017-01-13 20:49:46
4,包装与外观都不错！制热效果很好！我很满意！,61,0,j***i,,0,5,2017-02-10 19:59:14
2,bloom额法律涂鸦布局图,105,0,假***道,江苏,0,5,2017-02-12 17:30:29
2,还行吧&hellip;&hellip;.,62,0,哥***好,上海,0,5,2017-01-11 22:02:15
0,实话实话，非常好用，绝对没有异味，推荐购买！,105,0,j***1,广东,0,5,2017-02-10 20:30:52
2,很方便，特别适合没有风暖浴霸的房间,105,0,c***n,四川,0,5,2017-02-03 09:52:12
4,不错，用的可以。,61,0,一***力,北京,0,5,2016-12-27 17:54:56
2,不错不错不错不错不错,56,0,4***1,四川,0,5,2017-02-12 15:32:46
2,不错，制热效果很好，放在办公桌下面再也不用担心空调效果不好了,62,0,宗***杭,,0,5,2017-02-13 11:08:04
21,很好用，效果好,62,0,x***9,,0,4,2017-01-09 18:10:36
4,不错的!洗澡用太暖和了！,62,0,j***9,贵州,0,5,2017-02-04 09:39:23
4,还可以。,56,0,j***s,,0,5,2016-11-25 21:30:14
2,怎么收到的像二手货，有刮痕，有碰缺，有污垢？大家看看，五星给快递小哥的,62,1,j***7,山东,0,1,2017-02-12 21:00:30
2,不错哦，刚到就用上了，暖风出的很快，挺好用的,56,0,j***d,,0,5,2017-02-10 21:33:37
2,制热快，很方便！给娃娃洗澡买的,105,0,D***g,四川,0,5,2017-02-10 10:37:11
2,还不错，制热很快，放浴室洗澡不会那么冷了,62,0,j***k,,0,5,2016-12-11 10:35:44
4,还不错，售后服务好，物流也很快。,62,0,j***0,浙江,0,5,2017-02-13 15:20:13
2,商家很好 有一次接触不良 马上跳换,105,0,y***昀,,0,5,2016-11-25 22:33:51
2,拿到家就插上电试了一下～制热挺快的～味道不大～在卫生间用刚好合适～物流也相当给力～赞一个～,56,0,j***f,,0,5,2017-02-10 21:49:49
2,? 【京东超市】帮宝适 Pampers 超薄干爽 婴儿纸尿裤 加大号XL128片【12-17kg】,105,0,r***u,广东,0,5,2017-01-01 12:21:43
4,东西不错，很强大,61,0,j***i,安徽,0,5,2017-02-09 22:06:19
2,很好物流很快。下次还会光顾,105,0,j***6,辽宁,0,5,2017-01-05 16:10:30
4,还好,61,0,j***h,浙江,0,5,2016-12-10 23:10:44
2,第二次买了，第一次是209。这次划算，才169. 买了第二天价格就变成179了。挺优惠。,62,0,w***0,,0,5,2017-02-10 16:09:27
0,还不错,62,0,s***7,,0,5,2017-01-10 16:12:33
2,八戒：&ldquo;师傅，情人节有假放吗？我想去趟高老庄&hellip;&hellip;&rdquo;\n孙悟空：&ldquo;师傅，我想去趟芭蕉洞，我嫂子说要包饺子给我吃&hellip;&hellip;&rdquo;\n唐僧：&ldquo;悟净，你又想去哪里呢！&rdquo;\n悟净：&ldquo;我&hellip;我只想寸步不离跟着师傅&hellip;&hellip;！&rdquo;\n八戒和悟空走后，唐僧笑道：&ldquo;悟净，我们去女儿国吧！\n结论：跟着领导走，好事总会有[捂脸]祝大家情人节快乐！,105,0,h***上,,0,5,2016-12-02 08:23:13
21,真的可以：10到20平米房间都可以升温,56,0,j***r,,0,4,2016-12-18 09:40:26
4,感觉也不算很实用，不过也不错了,105,0,s***7,福建,0,5,2017-01-22 11:43:33
21,声音很大，制热很快,56,0,K***f,,0,5,2017-01-15 22:37:45
21,值得信赖美的品牌,56,0,j***e,黑龙江,0,5,2016-11-28 09:45:15
4,买来用了几个月了，很好用，非常好,62,0,j***q,广东,0,5,2016-11-23 19:40:32
4,效果还行,105,0,1***y,江苏,0,5,2017-01-13 21:43:54
0,出热风快，低温还好，高温档加热一段时间，接线板插座保护开关会跳。,105,0,j***r,广东,0,5,2017-02-12 08:34:36
21,老爸说风很热,61,0,j***a,,0,5,2016-12-05 18:19:53
0,还可以，用着还不错的,62,0,j***0,广东,0,5,2016-11-22 22:20:41
4,在浴室里面洗澡很暖和哦，不错，物美价廉！,61,0,j***i,,0,5,2017-01-11 22:00:33
2,送货速度快，第二天上午就到了,62,0,j***s,,0,5,2016-12-12 15:40:11
2,红红火火恍恍惚惚哈哈哈,61,0,j***i,,0,5,2017-01-20 20:12:19
2,挺不错的，小巧玲珑，风力强劲,105,0,青***1,,0,5,2017-02-06 18:47:41
2,风很热，效果很好,105,0,g***2,北京,0,5,2017-02-12 16:07:34
2,声音不是很大，效果不错，暖暖的,62,0,l***s,福建,0,5,2016-11-30 15:00:12
4,还不错，没有那种说的味道，十平米左右管用,61,0,j***3,,0,5,2017-02-01 22:25:07
4,还不错,61,0,魔***层,,0,4,2016-12-30 21:00:30
4,热风还行，味道没有想象中那么严重,105,0,p***a,辽宁,0,5,2017-01-17 15:35:29
4,用了一次，还挺好的～～～～～,105,0,m***m,上海,0,5,2017-02-11 16:55:53
4,太小了，热的慢，关键开了浴室都热不起来，,105,0,j***s,上海,0,5,2017-02-09 22:09:16
2,好用，方便,62,0,j***8,,0,5,2017-01-15 18:47:38
4,就是太费电，其他还行,62,0,j***8,,0,5,2016-12-03 13:50:46
21,喜欢喜欢喜欢喜欢喜欢吃喜欢吃超喜欢喜欢喜欢喜欢出差,56,0,j***8,,0,5,2017-02-06 21:18:45
4,很好,61,0,jd_lchl151,福建,0,5,2017-02-11 23:14:46
2,听经常在京东买东西，嗯，非常好，,105,0,绿***雅,北京,0,5,2016-11-21 22:57:27
4,还行，空间小的话很管用。浴室用不错。,61,0,欧***爱,江苏,0,5,2017-01-08 16:36:10
2,挺不错的 小房间制热效果不错。哈哈哈,62,0,l***光,,0,5,2016-11-28 22:49:47
0,买这款主要是因为可以壁挂，比家里老的那个声音轻了很多，体积小巧好看的同时制热居然还挺棒的，不错~,105,0,郭***狗,上海,0,5,2017-01-23 15:34:15
4,买给公司同事一块用的，就是小巧了一点,62,0,j***1,广东,0,5,2017-01-19 13:42:29
2,美观,62,0,j***6,,0,5,2017-02-09 21:14:33
4,味道太大了，用到现在，味道还是大啊,62,0,w***1,江苏,0,5,2016-12-02 22:21:31
2,小东西大功效，非常好！,62,0,安***0,河北,0,5,2016-12-21 21:16:20
4,不错。。。。,105,0,j***1,江苏,0,5,2017-02-12 10:41:09
4,还不错！但是使用时间不长,105,0,大***呈,上海,0,5,2017-01-31 01:44:09
4,信任京东品质，发货速度与到货速度都很快！今早洗澡已经使用，感觉效果非常好。。性价比挺好。。不错的选择。。,62,0,j***m,,0,5,2017-02-09 10:29:52
4,好用实用，就是不知道耐不耐用。,105,0,联***4,广东,0,5,2017-02-12 00:24:25
2,非常值得信赖,62,0,j***杰,,0,5,2017-02-12 09:15:47
4,卫生间用，很好用哦,62,0,j***g,陕西,0,5,2016-11-15 16:58:51
2,对于小房间来说真的是个神器,105,0,隔***涼,上海,0,5,2016-11-28 00:19:33
0,还不错，买了给儿子洗澡用的,61,0,c***1,广东,0,4,2016-11-17 16:04:24
4,大品牌，噪音小，长时间用表现依然棒。,61,0,w***9,,0,5,2017-01-08 08:26:49
4,加热很快，不错的产品，快递小哥很尽责！,105,0,s***i,广东,0,5,2017-02-12 19:29:20
0,很好,105,0,l***8,河北,0,5,2016-12-01 16:58:33
2,外观设计美观，暖风效果很好！,62,0,j***n,,0,5,2017-02-10 13:36:46
4,挺好，暖风很舒服,62,0,j***w,河南,0,5,2017-01-06 16:36:32
2,好好好好好好好好好好好好好好,105,0,j***0,江苏,0,5,2017-02-10 23:35:45
2,还可以,62,0,j***6,,0,5,2017-02-03 19:01:06
0,不错！！！！,62,0,j***0,重庆,0,5,2017-01-13 23:36:02
2,不错,105,0,蓉***9,四川,0,5,2016-11-29 10:57:28
0,京东自营品质保证，送货速度快,105,0,f***4,北京,0,5,2017-01-09 03:05:48
2,比**旗舰店便宜,62,0,n***l,湖北,0,5,2017-02-01 20:48:04
4,物超所值！,62,0,j***h,,0,5,2016-12-27 21:05:04
0,质量好，物流也OK。,105,0,y***1,广东,0,5,2016-11-26 00:33:33
2,宝贝很好，老婆很喜欢！,56,0,孙***4,北京,0,5,2017-02-12 19:00:09
2,"加热效果很好,浴室里面很暖和，天冷再也不要出去洗澡了！",105,0,m***8,,0,5,2017-01-31 20:34:04
2,东西不错 便宜又实用 值得推荐,62,0,K***y,,0,5,2017-02-10 20:50:04
4,温度提升很快！有点小味道，可以接受！,105,0,w***1,河北,0,5,2016-11-25 14:24:00
0,"使用方便,很好用的.",105,0,z***n,江苏,0,5,2017-02-10 10:58:23
4,公司买，不错,105,0,f***9,浙江,0,5,2017-01-12 10:02:23
4,很好，很强大，,61,0,喂***呢,,0,5,2017-01-10 20:52:35
0,设备很好，使用方便，下次还会光顾小店的,105,0,d***_,上海,0,5,2016-11-27 10:55:24
2,外型美观。暖得很快。,105,0,j***b,广东,0,5,2017-02-11 19:52:10
2,一定要打5个字,62,0,口***汪,江苏,0,5,2017-01-22 21:04:34
2,还行！,105,0,范***生,,0,5,2016-12-12 07:31:37
4,很好,61,0,翔***贝,四川,0,5,2017-01-20 22:31:31
4,热得快，正在使用中，，，，,105,0,d***z,,0,5,2017-02-09 13:02:27
4,功率很大，可是不是我想要的那种效果，局部加热，不能整体升温，质量嘛，用用再说吧,105,0,歪***德,,0,4,2017-02-05 10:29:44
2,可以，开机几分钟就热了。,61,0,R***4,广东,0,5,2017-02-08 22:01:30
0,不错,61,0,j***5,湖北,0,5,2016-12-27 16:08:13
4,挺好用的,61,0,j***w,,0,5,2017-01-18 21:23:38
2,非常好用，比较安静，放卧室里半个小时左右，升温明显！,62,0,A***d,四川,0,5,2016-12-31 13:00:52
0,制热很快，很实用！,62,0,岑***霖,广东,0,5,2017-01-19 12:56:12
21,还可以 就是久了很烫,56,0,j***t,,0,4,2017-01-12 19:20:30
2,函数回归以后后悔反弹哈哈哈法塔赫,105,0,女***丽,江苏,0,5,2017-02-11 22:20:49
0,好,62,0,a***b,广东,0,5,2016-12-22 13:07:52
4,还不错，还算满意！给个好评,56,0,j***e,,0,5,2016-12-30 11:10:47
0,挺不错的~挺暖和的,105,0,托***0,广东,0,5,2017-01-19 15:36:57
4,非常棒东西，用起来简单功能很到位，希望生意越做越好。,56,0,j***c,,0,5,2017-01-14 17:19:17
2,实用........,62,0,y***郭,广东,0,5,2016-11-20 17:10:34
2,货收到了，试了一下，静音，加热速度快,56,0,j***f,,0,5,2017-02-10 11:19:02
2,挺好.热得快就是会很干燥,61,0,j***c,,0,5,2017-01-24 09:21:17
4,美的产品质量还是很好的，用了一段时间了，效果很好！,56,0,j***f,,0,5,2016-11-30 13:23:49
2,宝宝洗澡很暖和,62,0,j***6,广东,0,5,2017-01-30 20:23:32
0,前面的拉手设计很实用，可以快速吹干袜子内衣什么的，赞一个！,61,0,c***a,重庆,0,5,2017-02-07 10:49:55
2,方便快捷，京东物流就是赞，洗澡不冷了,105,0,j***e,天津,0,5,2017-02-02 21:09:35
2,性价比高，用起来方便。,56,0,黄***王,,0,5,2017-02-09 20:44:03
4,非常推荐的一款产品\n开机就热 起初担心只是吹在身上热 无法提升室内温度。室内十四度，可以，吹到二十度。放在地上凉的地方效果非常好。十平米到二十都效果不错\n并且便携可以随便带到哪里外观漂亮。\n非常静音，晚上睡觉没有任何困扰。\n做工很好，大牌子不会担心着火。\n期待长期开，不会损坏。,105,0,C***7,北京,0,5,2017-01-23 21:35:29
0,卧、浴室两用，很好！！！,105,0,成***7,,0,5,2017-02-06 10:05:08
2,还可以，小孩洗澡用,105,0,滔大大,广东,0,5,2017-02-09 07:52:17
0,比较好用,61,0,c***l,甘肃,0,4,2016-12-17 15:30:22
2,不错,56,0,j***5,,0,5,2017-01-16 23:39:30
2,质量可以，就是很少用！,62,0,铭***沫,贵州,0,5,2016-12-04 20:46:27
4,效果没有期望的那么好。设计不错,105,0,m***r,,0,5,2017-01-15 23:06:55
4,给力，好评好评好评好评好评,61,0,r***i,,0,5,2017-02-09 23:17:06
2,非常好的一款产品，加热速度块，高低温及风速调整扭方便。,105,0,j***9,黑龙江,0,5,2017-02-10 16:06:47
2,小巧玲珑，精致。不过噪音略大,105,0,凤***队,浙江,0,5,2017-02-09 12:13:52
2,价格挺划算，风量也挺大的，不错,105,0,j***3,江苏,0,5,2017-02-11 19:21:17
0,"出风很给力,制热很快",62,0,j***j,北京,0,5,2016-11-21 15:34:14
4,高大尚，质感非常的厚实，暖和度非常快，期望质量会棒棒的&hellip;&hellip;,62,0,j***0,广东,0,5,2017-02-11 10:45:37
2,小身材大能量,62,0,j***3,内蒙古,0,5,2017-02-08 22:57:13
4,小巧，浴室用不错，暖和,61,0,y***8,广东,0,5,2017-02-10 11:31:45
4,早就收到了一值没用。以后在评,61,0,j***8,,0,5,2017-01-08 08:23:42
4,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,105,0,蚊***F,上海,0,5,2016-11-28 04:05:10
4,行，热气蛮足的,105,0,j***s,四川,0,5,2016-12-05 08:58:14
4,一般,62,0,斌***l,,0,5,2017-01-17 23:38:57
2,挺好用的，很快就暖了,56,0,z***6,广东,0,5,2017-02-11 03:00:12
2,还不错，质量满好的。速度快,56,0,杏***肯,,0,5,2016-12-18 06:20:39
2,用的很少，,61,0,A***5,湖北,0,5,2017-01-12 22:32:36
2,小巧好用。热风出的很快。方便,105,0,捏***句,浙江,0,5,2017-02-09 21:46:06
4,质量好，速度快，值得信赖！,105,0,雷***风,,0,5,2017-02-10 23:13:46
2,制热很快，宝宝洗澡正好,62,0,y***r,江西,0,5,2016-11-21 23:40:26
2,很好,61,0,s***4,,0,5,2017-01-16 11:09:37
2,挺不错的呢，开启以后有明显的效果，耗电量挺高的！,105,0,众***_,,0,5,2017-01-30 11:42:11
2,这个非常好，帮阿姨再买一个,61,0,粗***子,湖南,0,5,2017-02-10 10:49:31
4,非常满意，五星好评。,105,0,y***n,河北,0,5,2017-01-24 08:21:09
4,不错，洗澡的时候不冷了，哈哈,62,0,t***p,广东,0,5,2017-01-19 20:48:10
4,很好用，加温很快,62,0,七***奈,北京,0,5,2017-01-17 17:33:39
4,还是挺好用的，物流一如既往的很快，浴室用很好很暖。,62,0,j***i,上海,0,5,2017-01-21 13:57:23
2,商品很好，很实用,105,0,杨***1,云南,0,5,2017-02-11 10:29:04
4,挺不错的,61,0,m***8,,0,5,2017-01-02 23:20:38
0,热的很快，但是风向是固定的,105,0,_***_,四川,0,5,2017-02-12 09:31:11
2,帮朋友买的，还不错挺实用的,61,0,j***1,,0,5,2017-01-18 20:06:04
4,还不错,56,0,y***7,,0,5,2017-02-09 09:48:24
4,北方汉子到南方项目工作碰到了南方姑娘，赶在情人节前新筑起的小家（租的房子，今天刚搬到小家。）靠美的暖暖的！,62,0,这***样,辽宁,0,5,2017-02-11 23:19:52
2,不错,56,0,K***么,,0,5,2017-02-10 23:37:54
0,..................,61,0,我***着,,0,4,2016-11-27 10:40:11
4,挺好的，主要是送货方便，京东免费送货订单金额从39一步步涨到99实在是不应该哪。。,105,0,大***鱼,,0,5,2017-01-24 14:45:13
4,很棒，京东大品牌，送货超快，不出家门，买遍世界。没有比这个再方便的了,105,0,l***n,北京,0,5,2017-01-14 12:38:10
4,卖第三个了，好用，,62,0,m***1,山东,0,5,2017-02-02 10:50:17
4,还行。,61,0,J***r,,0,5,2017-01-22 17:55:16
21,东东很不错,62,0,z***6,北京,0,5,2017-01-28 01:52:26
4,用的还可以，但是要离的近一点,56,0,j***8,,0,5,2017-02-03 10:26:20
2,一般,61,0,j***0,,0,5,2017-02-11 22:25:14
4,还不错，用了一段时间效果还好，热风吹起来有点干燥,62,0,c***d,广东,0,5,2016-12-30 21:44:29
4,挺暖和的，就是声音有点大。,62,0,买***起,辽宁,0,5,2017-02-05 23:34:20
